"","State","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location_Code","Marital_Status","Monthly_Premium_Auto","Months_Since_Last_Claim","Months_Since_Policy_Inception","Number_of_Open_Complaints","Number_of_Policies","Policy_Type","Policy","Renew_Offer_Type","Sales_Channel","Total_Claim_Amount","Vehicle_Class","Vehicle_Size","pred"
"7318","California",3745.374656,"No","Extended","College","Employed","F",59732,"Rural","Married",94,0,54,0,1,"Corporate Auto","Corporate L2","Offer4","Branch",135.626867,"Four-Door Car","Medsize",5696.51457162465
"7319","Arizona",13246.56841,"No","Premium","Bachelor","Employed","M",36898,"Suburban","Married",169,14,36,1,3,"Personal Auto","Personal L3","Offer3","Branch",811.2,"SUV","Medsize",11002.5558368586
"7320","Arizona",5008.275979,"No","Extended","High School or Below","Employed","M",92864,"Rural","Married",123,13,60,0,1,"Personal Auto","Personal L3","Offer2","Agent",96.338144,"SUV","Medsize",8023.24732505139
"7321","Arizona",2396.219292,"Yes","Basic","Bachelor","Unemployed","F",0,"Suburban","Married",66,6,71,2,1,"Corporate Auto","Corporate L3","Offer2","Call Center",433.160284,"Four-Door Car","Large",3921.46508333579
"7322","California",5146.898635,"No","Basic","College","Employed","F",93752,"Rural","Divorced",64,34,24,0,3,"Corporate Auto","Corporate L1","Offer4","Call Center",154.713524,"Four-Door Car","Large",5097.20349378978
"7324","Arizona",7159.806745,"No","Extended","College","Employed","M",67206,"Rural","Divorced",90,9,69,0,9,"Personal Auto","Personal L1","Offer1","Web",76.289123,"Four-Door Car","Medsize",8617.01364902721
"7325","California",6087.302608,"No","Extended","High School or Below","Employed","M",85654,"Rural","Married",76,8,46,0,3,"Personal Auto","Personal L3","Offer2","Agent",46.20341,"Four-Door Car","Large",5894.05898808838
"7326","Oregon",9772.736775,"No","Extended","College","Employed","M",59325,"Rural","Divorced",83,20,76,0,2,"Personal Auto","Personal L2","Offer1","Branch",81.599332,"Four-Door Car","Medsize",6313.72055882977
"7327","California",6005.847375,"Yes","Extended","College","Retired","M",13528,"Suburban","Single",86,21,35,0,3,"Personal Auto","Personal L3","Offer1","Agent",412.8,"Four-Door Car","Medsize",6237.61183081984
"7328","Oregon",6811.576281,"No","Basic","Master","Unemployed","F",0,"Suburban","Divorced",63,0,88,1,2,"Personal Auto","Personal L1","Offer1","Branch",302.4,"Four-Door Car","Small",4694.81068929634
"7329","California",16350.13061,"No","Premium","College","Unemployed","M",0,"Suburban","Single",165,12,82,1,2,"Corporate Auto","Corporate L2","Offer1","Call Center",1452.213743,"SUV","Medsize",10086.6131493022
"7330","Washington",3580.261881,"No","Extended","College","Employed","F",75333,"Urban","Married",90,15,44,1,1,"Personal Auto","Personal L1","Offer2","Web",289.236063,"Four-Door Car","Small",5859.88837400393
"7331","Nevada",5821.128509,"No","Basic","Bachelor","Employed","F",61108,"Rural","Married",72,27,84,0,6,"Personal Auto","Personal L1","Offer2","Agent",23.773332,"Four-Door Car","Medsize",6255.04711973956
"7334","California",2674.227315,"No","Basic","High School or Below","Employed","F",33451,"Suburban","Married",67,0,1,0,1,"Personal Auto","Personal L2","Offer2","Agent",337.219884,"Four-Door Car","Medsize",4925.74137738315
"7335","Nevada",4515.445404,"No","Premium","Bachelor","Employed","F",21500,"Rural","Divorced",115,14,44,0,1,"Corporate Auto","Corporate L3","Offer3","Agent",39.292196,"Four-Door Car","Medsize",7436.60948862602
"7337","California",2809.766683,"No","Basic","High School or Below","Employed","M",74713,"Suburban","Married",70,20,67,0,1,"Personal Auto","Personal L3","Offer1","Branch",336,"Four-Door Car","Large",5528.80627082122
"7338","Washington",4748.794301,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",70,8,74,0,3,"Personal Auto","Personal L3","Offer2","Branch",504,"Four-Door Car","Small",4650.21648876893
"7339","California",5272.518472,"No","Basic","Doctor","Employed","M",85607,"Rural","Single",66,26,1,0,3,"Personal Auto","Personal L2","Offer2","Agent",67.647131,"Four-Door Car","Medsize",5400.84820062252
"7342","Arizona",14429.89284,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Married",198,4,31,0,9,"Personal Auto","Personal L2","Offer4","Agent",962.159318,"Luxury Car","Small",12384.2823405203
"7343","Arizona",4376.363592,"Yes","Premium","Bachelor","Employed","F",63774,"Rural","Divorced",111,18,63,0,1,"Personal Auto","Personal L2","Offer2","Agent",60.036683,"Four-Door Car","Medsize",7122.5796433325
"7344","Oregon",3713.803592,"No","Extended","High School or Below","Employed","M",93308,"Suburban","Married",92,20,56,0,1,"Personal Auto","Personal L3","Offer2","Agent",441.6,"Four-Door Car","Medsize",6086.90910480208
"7345","Arizona",7590.050089,"No","Basic","High School or Below","Disabled","M",10375,"Suburban","Married",66,10,95,0,2,"Personal Auto","Personal L3","Offer1","Branch",316.8,"Two-Door Car","Medsize",5201.46566883988
"7347","Nevada",8640.753192,"No","Basic","Bachelor","Employed","F",33402,"Rural","Married",109,7,66,0,4,"Personal Auto","Personal L3","Offer1","Web",71.053011,"SUV","Small",8524.72954435475
"7349","Oregon",4815.020779,"No","Basic","College","Unemployed","M",0,"Suburban","Single",66,29,58,0,8,"Personal Auto","Personal L3","Offer1","Branch",711.8026,"Two-Door Car","Small",6740.63238072231
"7351","Arizona",6047.02516,"Yes","Extended","College","Employed","M",20396,"Suburban","Married",76,15,60,1,4,"Corporate Auto","Corporate L2","Offer1","Branch",364.8,"Four-Door Car","Medsize",6333.35348799529
"7352","Oregon",8221.870429,"No","Premium","Master","Medical Leave","F",13376,"Suburban","Single",108,13,75,0,4,"Personal Auto","Personal L3","Offer1","Agent",774.714929,"Four-Door Car","Small",7651.55314485441
"7353","California",6798.272436,"No","Extended","College","Employed","F",32517,"Suburban","Single",94,11,53,3,3,"Special Auto","Special L3","Offer1","Branch",451.2,"Four-Door Car","Small",6526.72967560021
"7355","Arizona",5219.886414,"No","Basic","Bachelor","Employed","F",64964,"Urban","Single",66,9,84,0,5,"Personal Auto","Personal L3","Offer3","Call Center",286.967405,"Four-Door Car","Medsize",5690.73765313752
"7356","Nevada",6140.242989,"No","Extended","College","Employed","F",34112,"Suburban","Married",77,32,68,0,6,"Personal Auto","Personal L3","Offer2","Branch",369.6,"Four-Door Car","Small",6458.65761669273
"7357","Arizona",3756.63877,"No","Basic","College","Unemployed","F",0,"Suburban","Married",108,32,49,3,1,"Personal Auto","Personal L2","Offer2","Agent",718.383,"SUV","Medsize",6379.55151287646
"7360","California",7057.463184,"No","Extended","High School or Below","Employed","M",52447,"Rural","Single",90,5,57,0,7,"Personal Auto","Personal L3","Offer1","Agent",61.585668,"Four-Door Car","Medsize",7841.51607716834
"7363","Oregon",7451.479991,"No","Basic","High School or Below","Medical Leave","F",26239,"Suburban","Married",65,11,39,0,2,"Personal Auto","Personal L2","Offer2","Web",312,"Four-Door Car","Small",4630.46215799272
"7368","Nevada",2757.383982,"No","Basic","College","Employed","M",50414,"Suburban","Married",69,25,34,0,1,"Personal Auto","Personal L3","Offer1","Agent",331.2,"Four-Door Car","Medsize",5537.59463270567
"7370","Oregon",2826.804029,"No","Basic","High School or Below","Employed","F",24224,"Suburban","Divorced",71,7,64,0,1,"Corporate Auto","Corporate L2","Offer2","Call Center",511.2,"Two-Door Car","Small",5030.05245562975
"7371","California",7326.544855,"No","Extended","Bachelor","Employed","M",62338,"Rural","Married",92,9,61,0,4,"Corporate Auto","Corporate L1","Offer1","Agent",4.216231,"Four-Door Car","Medsize",7364.23042818987
"7372","Oregon",6633.137616,"No","Extended","College","Employed","M",63483,"Rural","Married",83,4,84,0,3,"Personal Auto","Personal L1","Offer2","Branch",85.073541,"Four-Door Car","Medsize",5964.25496458605
"7375","Arizona",8586.801328,"No","Basic","High School or Below","Employed","F",38676,"Rural","Married",72,24,33,0,2,"Personal Auto","Personal L1","Offer2","Branch",146.124719,"Four-Door Car","Medsize",5308.73163800269
"7379","Oregon",10629.33736,"No","Extended","Doctor","Employed","M",56598,"Rural","Married",88,29,29,0,2,"Personal Auto","Personal L2","Offer4","Web",92.966783,"Four-Door Car","Medsize",5788.41750610667
"7380","Arizona",2710.918992,"No","Extended","College","Unemployed","M",0,"Suburban","Single",76,11,38,0,1,"Corporate Auto","Corporate L3","Offer4","Call Center",547.2,"Two-Door Car","Medsize",4427.97251374948
"7381","Oregon",7724.052993,"No","Basic","Bachelor","Employed","F",46988,"Rural","Single",195,8,69,0,1,"Corporate Auto","Corporate L3","Offer1","Call Center",294.762659,"Luxury SUV","Medsize",11079.4759734431
"7382","Oregon",3508.569533,"Yes","Extended","College","Medical Leave","M",20978,"Suburban","Married",98,19,96,1,1,"Personal Auto","Personal L3","Offer2","Branch",1176.2788,"Four-Door Car","Small",5515.58326809685
"7383","California",2241.108638,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",63,5,7,0,1,"Personal Auto","Personal L2","Offer2","Call Center",453.6,"Two-Door Car","Medsize",4319.41305395011
"7385","Washington",5348.30258,"No","Basic","Bachelor","Employed","M",31572,"Urban","Married",70,14,95,3,3,"Personal Auto","Personal L2","Offer2","Call Center",292.434826,"Four-Door Car","Medsize",4824.31529988589
"7386","California",5251.152281,"No","Basic","Bachelor","Unemployed","F",0,"Suburban","Married",72,21,65,0,3,"Personal Auto","Personal L3","Offer2","Web",345.6,"Four-Door Car","Medsize",5012.51734941025
"7387","California",4686.807406,"No","Premium","Bachelor","Employed","M",32646,"Urban","Married",119,25,84,0,1,"Corporate Auto","Corporate L3","Offer3","Agent",464.99983,"Four-Door Car","Medsize",7486.06736738577
"7388","Arizona",7148.331333,"No","Basic","Bachelor","Employed","F",51791,"Rural","Married",181,10,46,1,1,"Personal Auto","Personal L3","Offer4","Call Center",422.960234,"Luxury Car","Medsize",9687.41678689219
"7389","Washington",5028.575209,"No","Basic","High School or Below","Employed","M",70828,"Suburban","Married",62,8,18,0,4,"Personal Auto","Personal L2","Offer2","Branch",297.6,"Four-Door Car","Small",5576.8188905044
"7390","Oregon",2415.415525,"No","Basic","College","Employed","F",40903,"Suburban","Married",61,12,5,0,1,"Corporate Auto","Corporate L3","Offer2","Call Center",409.88696,"Four-Door Car","Small",4653.57789934215
"7391","California",7545.548643,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Married",106,19,67,1,3,"Corporate Auto","Corporate L3","Offer3","Agent",631.108223,"SUV","Medsize",7187.19967521139
"7392","California",5264.425866,"No","Basic","High School or Below","Employed","F",24031,"Suburban","Married",66,32,37,0,3,"Personal Auto","Personal L2","Offer4","Call Center",316.8,"Four-Door Car","Small",4860.40037177708
"7393","Oregon",4474.48438,"No","Basic","High School or Below","Employed","M",84927,"Suburban","Married",112,27,83,0,1,"Personal Auto","Personal L2","Offer2","Call Center",537.6,"SUV","Small",7368.56302334335
"7396","Arizona",10876.4794,"No","Extended","Doctor","Employed","M",71255,"Rural","Single",138,28,16,0,4,"Personal Auto","Personal L1","Offer1","Agent",138.633681,"Sports Car","Medsize",9546.81573921931
"7397","Nevada",4413.285858,"No","Basic","College","Employed","F",37697,"Rural","Married",112,35,8,0,1,"Personal Auto","Personal L2","Offer4","Agent",38.403843,"SUV","Small",7163.91313996106
"7398","Arizona",12504.49422,"No","Premium","College","Employed","M",33746,"Suburban","Married",106,29,23,0,2,"Personal Auto","Personal L2","Offer2","Call Center",508.8,"Two-Door Car","Medsize",7464.56540637084
"7399","Washington",7462.926263,"Yes","Extended","College","Employed","F",70263,"Rural","Married",93,30,66,0,5,"Personal Auto","Personal L1","Offer2","Call Center",7.345946,"Two-Door Car","Small",7329.57580339854
"7400","Oregon",4690.793868,"No","Premium","Bachelor","Employed","M",43367,"Suburban","Divorced",118,6,20,0,1,"Personal Auto","Personal L1","Offer2","Branch",1026.741926,"Four-Door Car","Medsize",7569.45899376008
"7402","Oregon",5003.336664,"No","Basic","Doctor","Unemployed","F",0,"Suburban","Married",66,12,20,1,4,"Personal Auto","Personal L3","Offer2","Agent",445.19869,"Four-Door Car","Small",5090.52139583047
"7403","Nevada",13466.92071,"Yes","Basic","High School or Below","Disabled","F",11432,"Suburban","Married",119,11,9,0,2,"Special Auto","Special L2","Offer2","Agent",571.2,"SUV","Small",7750.67911841188
"7404","California",3386.186515,"No","Extended","College","Employed","M",67249,"Rural","Divorced",86,25,4,0,1,"Special Auto","Special L1","Offer3","Web",33.894695,"Four-Door Car","Medsize",6143.22490674379
"7405","California",5503.440723,"No","Basic","Bachelor","Employed","F",76839,"Suburban","Married",68,12,85,0,3,"Personal Auto","Personal L2","Offer1","Call Center",326.4,"Four-Door Car","Medsize",5906.45700595498
"7407","California",4739.34663,"No","Premium","Bachelor","Employed","F",49447,"Suburban","Married",119,9,48,2,1,"Personal Auto","Personal L2","Offer1","Branch",762.007253,"Four-Door Car","Medsize",7879.7096205306
"7409","Oregon",2619.865336,"No","Basic","Bachelor","Employed","M",26094,"Rural","Married",67,16,84,0,1,"Personal Auto","Personal L1","Offer4","Branch",2.028223,"Two-Door Car","Medsize",4394.43366383279
"7410","California",15445.66166,"No","Basic","Master","Employed","M",26990,"Urban","Married",65,9,60,1,2,"Personal Auto","Personal L1","Offer3","Agent",297.864823,"Four-Door Car","Medsize",4895.8124054604
"7411","Washington",3355.528168,"No","Extended","College","Employed","F",46644,"Rural","Married",84,34,19,0,1,"Personal Auto","Personal L2","Offer3","Agent",150.688024,"Four-Door Car","Medsize",5900.10895421536
"7412","California",2874.08847,"No","Basic","Master","Employed","F",33462,"Rural","Married",72,12,9,0,1,"Personal Auto","Personal L3","Offer2","Branch",112.425578,"Four-Door Car","Medsize",5125.05069437959
"7413","Oregon",2846.645431,"No","Basic","Bachelor","Employed","F",66880,"Suburban","Married",71,7,54,0,1,"Personal Auto","Personal L3","Offer4","Branch",340.8,"Four-Door Car","Medsize",4639.74007613918
"7415","Oregon",5313.467001,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Single",79,4,78,0,4,"Corporate Auto","Corporate L2","Offer1","Branch",568.8,"Two-Door Car","Medsize",6170.65871061336
"7416","Washington",3730.144916,"No","Extended","College","Employed","M",75132,"Suburban","Married",93,7,33,2,1,"Personal Auto","Personal L2","Offer4","Call Center",446.4,"Four-Door Car","Medsize",5570.40961290387
"7418","California",5931.28489,"No","Basic","High School or Below","Employed","F",56617,"Suburban","Married",74,18,24,0,3,"Personal Auto","Personal L2","Offer4","Call Center",355.2,"Four-Door Car","Small",5424.03512987818
"7419","California",9429.080755,"No","Extended","College","Employed","F",75638,"Rural","Divorced",83,6,52,4,2,"Personal Auto","Personal L3","Offer4","Agent",108.69654,"Four-Door Car","Medsize",5052.13451067413
"7420","California",7613.049819,"No","Basic","Bachelor","Disabled","F",24982,"Suburban","Married",109,20,52,4,7,"Personal Auto","Personal L1","Offer1","Web",523.2,"SUV","Medsize",8632.62262784554
"7421","Washington",3313.014405,"No","Extended","High School or Below","Employed","F",40348,"Rural","Married",83,6,56,0,1,"Personal Auto","Personal L3","Offer2","Agent",26.314753,"Four-Door Car","Medsize",5456.05160763757
"7422","Arizona",7317.014254,"No","Basic","College","Employed","F",24083,"Suburban","Divorced",63,22,2,1,2,"Personal Auto","Personal L3","Offer1","Agent",340.453606,"Four-Door Car","Small",5453.61047998662
"7423","Oregon",2665.737082,"No","Basic","Bachelor","Employed","F",81538,"Urban","Divorced",66,3,46,0,1,"Personal Auto","Personal L1","Offer4","Call Center",272.844816,"Four-Door Car","Small",4497.6094916619
"7424","Oregon",3230.576665,"Yes","Extended","College","Employed","M",62873,"Urban","Divorced",81,0,41,0,1,"Personal Auto","Personal L2","Offer2","Call Center",207.75186,"Four-Door Car","Medsize",5518.01908144795
"7425","Oregon",17367.27409,"No","Premium","High School or Below","Employed","M",66245,"Rural","Married",145,22,58,0,2,"Personal Auto","Personal L3","Offer2","Agent",181.501424,"SUV","Medsize",9525.77412908481
"7426","Oregon",10595.81033,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Divorced",102,22,20,0,2,"Personal Auto","Personal L3","Offer1","Branch",734.4,"SUV","Small",7456.28778569044
"7429","California",3954.344534,"Yes","Basic","Bachelor","Disabled","M",18375,"Suburban","Married",103,8,50,0,1,"Personal Auto","Personal L2","Offer1","Branch",535.080276,"Sports Car","Large",6670.74586033733
"7430","Nevada",3589.372361,"No","Extended","College","Employed","F",30944,"Urban","Divorced",92,15,46,0,1,"Personal Auto","Personal L3","Offer1","Web",348.216284,"Four-Door Car","Small",6491.55255166471
"7431","Arizona",7329.777554,"No","Premium","College","Employed","M",59630,"Suburban","Married",185,9,67,0,1,"Personal Auto","Personal L3","Offer1","Agent",888,"SUV","Medsize",11674.3736453081
"7433","Oregon",7472.672033,"No","Extended","High School or Below","Employed","M",44385,"Suburban","Single",97,6,31,0,7,"Corporate Auto","Corporate L3","Offer4","Call Center",465.6,"Four-Door Car","Small",7293.85782158188
"7434","Oregon",8500.12195,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Married",119,1,58,0,7,"Personal Auto","Personal L3","Offer2","Agent",856.8,"Sports Car","Medsize",8352.62677001792
"7436","California",5846.114411,"No","Premium","High School or Below","Employed","M",85956,"Urban","Married",145,0,85,0,1,"Corporate Auto","Corporate L2","Offer1","Call Center",510.381882,"SUV","Small",9808.48607808017
"7439","California",4594.292826,"No","Basic","High School or Below","Employed","F",39053,"Suburban","Married",114,5,66,0,1,"Personal Auto","Personal L1","Offer3","Agent",547.2,"Sports Car","Medsize",7070.68393134215
"7440","Oregon",3044.003202,"No","Extended","High School or Below","Employed","M",24475,"Suburban","Single",84,11,55,3,1,"Personal Auto","Personal L3","Offer2","Call Center",604.8,"Four-Door Car","Medsize",4866.7320958852
"7441","Washington",2759.978287,"Yes","Basic","Bachelor","Employed","M",92296,"Suburban","Married",69,4,65,0,1,"Personal Auto","Personal L3","Offer2","Agent",331.2,"Two-Door Car","Medsize",5196.51055852844
"7442","Oregon",11064.29047,"No","Extended","High School or Below","Employed","M",29484,"Suburban","Married",93,19,51,0,2,"Personal Auto","Personal L2","Offer2","Branch",446.4,"Two-Door Car","Medsize",6420.31585551935
"7443","California",7555.828789,"No","Premium","College","Unemployed","M",0,"Suburban","Single",114,19,50,0,3,"Personal Auto","Personal L3","Offer1","Branch",820.8,"Four-Door Car","Medsize",7723.57157777732
"7445","California",4920.492369,"No","Basic","Bachelor","Employed","M",21366,"Suburban","Married",63,20,47,0,3,"Personal Auto","Personal L2","Offer4","Branch",302.4,"Two-Door Car","Small",4902.15554359316
"7446","Arizona",12298.6863,"Yes","Basic","High School or Below","Medical Leave","M",17101,"Suburban","Single",113,1,88,0,2,"Special Auto","Special L3","Offer1","Call Center",542.4,"SUV","Medsize",7504.33515810355
"7447","Washington",4630.363287,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",64,3,59,0,4,"Personal Auto","Personal L3","Offer1","Agent",460.8,"Four-Door Car","Small",5310.75900192884
"7448","California",4636.54647,"Yes","Basic","College","Retired","M",26802,"Suburban","Married",66,7,43,1,5,"Personal Auto","Personal L2","Offer2","Agent",316.8,"Two-Door Car","Medsize",5602.1891426739
"7450","California",3792.829528,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Married",104,23,76,0,1,"Personal Auto","Personal L3","Offer3","Branch",748.8,"SUV","Medsize",6623.35976859682
"7452","California",4715.469193,"No","Extended","High School or Below","Unemployed","F",0,"Suburban","Married",126,13,91,0,1,"Personal Auto","Personal L3","Offer2","Web",694.357961,"SUV","Medsize",7388.92220903244
"7453","California",2288.763508,"No","Basic","College","Unemployed","M",0,"Suburban","Divorced",63,11,30,0,1,"Personal Auto","Personal L3","Offer2","Web",344.288189,"Four-Door Car","Large",4202.02813131709
"7455","Washington",7228.993348,"No","Extended","High School or Below","Employed","M",53214,"Suburban","Married",91,21,76,0,3,"Personal Auto","Personal L3","Offer4","Call Center",436.8,"Four-Door Car","Large",5975.05138030999
"7457","Arizona",5639.941974,"Yes","Basic","High School or Below","Employed","M",73168,"Suburban","Married",70,21,50,0,3,"Corporate Auto","Corporate L2","Offer2","Agent",425.800112,"Four-Door Car","Medsize",5544.1785853104
"7458","Washington",11196.46002,"No","Premium","Bachelor","Unemployed","F",0,"Suburban","Married",298,26,94,0,1,"Personal Auto","Personal L3","Offer1","Branch",2145.6,"Luxury Car","Medsize",15880.8191927951
"7459","California",12840.43291,"No","Extended","College","Unemployed","F",0,"Suburban","Single",90,1,94,0,2,"Personal Auto","Personal L2","Offer1","Call Center",648,"Two-Door Car","Large",6070.49029987979
"7460","Oregon",8828.380695,"No","Basic","Doctor","Employed","M",61246,"Rural","Married",110,24,21,0,3,"Personal Auto","Personal L2","Offer2","Branch",159.239518,"Sports Car","Medsize",7516.43269517411
"7461","Washington",13268.79263,"No","Premium","High School or Below","Employed","M",32762,"Urban","Married",112,26,74,0,2,"Corporate Auto","Corporate L3","Offer1","Call Center",326.926833,"Four-Door Car","Medsize",7873.64282075088
"7465","California",8343.751519,"No","Basic","College","Employed","F",64127,"Rural","Single",71,31,19,0,2,"Personal Auto","Personal L2","Offer4","Branch",72.862304,"Four-Door Car","Medsize",4834.83722089736
"7466","Oregon",7191.831645,"No","Basic","High School or Below","Unemployed","M",0,"Urban","Married",67,9,54,0,2,"Personal Auto","Personal L3","Offer3","Branch",308.54976,"Two-Door Car","Medsize",4996.72401812951
"7467","Washington",13759.14695,"No","Extended","Bachelor","Retired","F",16794,"Suburban","Single",96,7,31,0,2,"Personal Auto","Personal L3","Offer1","Branch",460.8,"Four-Door Car","Medsize",6467.25611650346
"7471","Oregon",7582.113842,"Yes","Basic","College","Employed","M",64801,"Urban","Married",64,23,19,0,2,"Corporate Auto","Corporate L3","Offer2","Web",268.471802,"Four-Door Car","Medsize",5097.21737943145
"7473","California",3571.34607,"No","Extended","Doctor","Employed","F",73853,"Suburban","Single",89,7,35,0,1,"Personal Auto","Personal L3","Offer2","Agent",427.2,"Four-Door Car","Small",5738.58160676657
"7474","Arizona",9868.595441,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Single",99,25,23,0,2,"Personal Auto","Personal L1","Offer2","Agent",712.8,"Four-Door Car","Medsize",5977.71414692355
"7475","Oregon",5375.821564,"No","Basic","Bachelor","Employed","M",66844,"Rural","Married",70,11,80,4,5,"Personal Auto","Personal L3","Offer3","Branch",104.977375,"Four-Door Car","Medsize",5662.15335253639
"7477","California",3061.052283,"No","Extended","Bachelor","Employed","M",56869,"Urban","Single",83,25,34,3,1,"Personal Auto","Personal L2","Offer1","Agent",269.406119,"Four-Door Car","Medsize",5643.79821208999
"7478","Arizona",2414.770722,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",67,3,54,0,1,"Personal Auto","Personal L1","Offer1","Branch",482.4,"Two-Door Car","Large",4895.54464489157
"7479","Washington",4526.52638,"No","Basic","Bachelor","Unemployed","F",0,"Suburban","Single",68,20,44,1,7,"Personal Auto","Personal L3","Offer2","Agent",326.4,"Four-Door Car","Medsize",5667.15930693863
"7480","Arizona",5635.294733,"No","Basic","College","Employed","M",59325,"Urban","Married",71,13,75,0,3,"Corporate Auto","Corporate L3","Offer2","Call Center",229.686659,"Four-Door Car","Medsize",5423.23957445404
"7482","Washington",7320.070571,"No","Premium","High School or Below","Unemployed","M",0,"Suburban","Single",112,30,29,1,3,"Personal Auto","Personal L2","Offer2","Agent",806.4,"Two-Door Car","Medsize",7244.89991558932
"7484","Arizona",2433.089468,"No","Basic","College","Unemployed","M",0,"Suburban","Divorced",71,31,79,0,1,"Corporate Auto","Corporate L3","Offer1","Agent",493.055291,"Four-Door Car","Medsize",4957.66117868078
"7487","Oregon",2659.70565,"Yes","Extended","College","Unemployed","F",0,"Suburban","Divorced",87,4,4,3,1,"Special Auto","Special L3","Offer2","Agent",420.041981,"Four-Door Car","Medsize",5100.25034646666
"7489","Arizona",5874.820212,"No","Basic","College","Employed","F",35301,"Rural","Married",74,23,68,0,7,"Personal Auto","Personal L3","Offer1","Agent",128.643975,"Four-Door Car","Medsize",7196.82628976966
"7491","Washington",8903.966435,"No","Premium","Bachelor","Medical Leave","F",15142,"Suburban","Married",116,7,5,0,3,"Personal Auto","Personal L2","Offer2","Branch",792.609747,"Two-Door Car","Small",7946.44781376031
"7492","Arizona",8149.769437,"No","Basic","Doctor","Unemployed","F",0,"Suburban","Married",71,28,76,0,2,"Corporate Auto","Corporate L3","Offer2","Call Center",340.8,"Two-Door Car","Medsize",4881.48152427424
"7493","Arizona",2570.162134,"No","Basic","Bachelor","Employed","M",58498,"Suburban","Married",67,6,1,3,1,"Personal Auto","Personal L3","Offer2","Call Center",321.6,"Four-Door Car","Small",4671.09639875481
"7494","Nevada",2585.56013,"No","Basic","High School or Below","Employed","F",64592,"Suburban","Married",64,12,57,0,1,"Personal Auto","Personal L2","Offer2","Branch",307.2,"Four-Door Car","Medsize",4649.98310053934
"7495","California",2844.849804,"No","Basic","Bachelor","Employed","M",80306,"Suburban","Divorced",71,11,12,0,1,"Corporate Auto","Corporate L1","Offer3","Call Center",340.8,"Two-Door Car","Medsize",5689.49686681433
"7496","California",4633.550875,"No","Basic","Bachelor","Employed","F",29105,"Rural","Married",117,28,31,0,1,"Personal Auto","Personal L3","Offer2","Branch",272.612048,"Sports Car","Medsize",7129.74156079424
"7498","Nevada",2222.865016,"No","Basic","College","Unemployed","F",0,"Suburban","Single",62,5,54,0,1,"Corporate Auto","Corporate L2","Offer1","Agent",446.4,"Two-Door Car","Medsize",4659.75401492771
"7499","Washington",8522.759016,"No","Basic","Doctor","Unemployed","F",0,"Suburban","Married",109,19,2,0,3,"Corporate Auto","Corporate L3","Offer1","Call Center",723.786607,"SUV","Medsize",8141.50380371115
"7502","Oregon",7851.582939,"No","Basic","High School or Below","Employed","F",48943,"Rural","Married",65,17,50,0,2,"Corporate Auto","Corporate L3","Offer1","Web",105.068788,"Two-Door Car","Medsize",5782.38237221824
"7503","Arizona",2509.508795,"No","Basic","Bachelor","Unemployed","F",0,"Suburban","Single",71,20,48,0,1,"Personal Auto","Personal L3","Offer1","Agent",511.2,"Four-Door Car","Small",4872.29752100214
"7504","Oregon",2854.26694,"No","Basic","High School or Below","Employed","F",34807,"Suburban","Single",73,8,90,0,1,"Personal Auto","Personal L3","Offer1","Agent",472.043042,"Two-Door Car","Small",5422.10069044029
"7505","Oregon",8879.790017,"Yes","Basic","High School or Below","Employed","F",52583,"Urban","Single",113,12,59,0,7,"Personal Auto","Personal L3","Offer1","Agent",528.20086,"SUV","Small",9411.98113631952
"7506","California",8392.618913,"No","Basic","Master","Unemployed","M",0,"Suburban","Married",111,6,51,0,4,"Corporate Auto","Corporate L2","Offer3","Branch",617.396701,"Sports Car","Medsize",7391.96477889086
"7507","Washington",5279.478432,"No","Basic","High School or Below","Employed","F",92589,"Suburban","Married",65,29,20,0,9,"Personal Auto","Personal L3","Offer4","Call Center",312,"Four-Door Car","Large",6795.66867129005
"7508","Oregon",8272.330818,"No","Basic","College","Employed","M",96689,"Rural","Married",103,34,80,0,5,"Personal Auto","Personal L2","Offer1","Agent",37.802583,"Sports Car","Medsize",8203.05235775023
"7509","Nevada",7662.429999,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Single",73,28,19,0,2,"Corporate Auto","Corporate L2","Offer1","Call Center",525.6,"Four-Door Car","Medsize",5371.94367057771
"7511","Arizona",4508.862933,"No","Basic","Bachelor","Employed","M",83777,"Urban","Married",112,18,74,0,1,"Personal Auto","Personal L3","Offer1","Branch",377.354191,"Sports Car","Small",7512.81973197866
"7513","Nevada",4383.150505,"No","Basic","Master","Employed","M",84491,"Rural","Single",110,0,0,0,1,"Personal Auto","Personal L1","Offer4","Agent",156.282093,"SUV","Medsize",7061.62591144886
